"Address","Indexability","Indexability Status","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks"
"https://appleroof.com/blog/","Indexable","","1","","403","394","0","100.000","141","64","0","7","6","0"
"https://appleroof.com/html-sitemap/","Indexable","","1","","397","394","0","100.000","273","163","0","7","6","0"
"https://appleroof.com/commercial-roofing/sustainable-services/","Indexable","","1","","802","394","0","100.000","124","55","0","7","6","0"
"https://appleroof.com/contact-us/","Indexable","","1","","639","394","0","100.000","111","51","0","8","7","0"
"https://appleroof.com/options-materials/","Indexable","","1","","876","394","0","100.000","120","56","0","7","6","0"
"https://appleroof.com/apartments/","Indexable","","1","","819","394","0","100.000","124","56","0","7","6","0"
"https://appleroof.com/free-roof-inspections/","Indexable","","1","","815","394","0","100.000","117","53","0","7","6","0"
"https://appleroof.com/options-materials/tile-roofing/","Indexable","","1","","812","394","0","100.000","117","53","0","7","6","0"
"https://appleroof.com/emergency-tarping/","Indexable","","1","","851","394","0","100.000","113","52","0","7","6","0"
"https://appleroof.com/apple-valley-mn/","Indexable","","1","","9","4","0","1.020","185","77","0","14","13","0"
"https://appleroof.com/commercial-roofing/retail-building-roofing/","Indexable","","1","","804","394","0","100.000","118","53","0","7","6","0"
"https://appleroof.com/options-materials/asphalt-shingle-roofing/","Indexable","","1","","792","394","0","100.000","132","54","0","10","9","0"
"https://appleroof.com/nashville-tn/","Indexable","","1","","18","12","0","3.050","136","53","0","14","12","0"
"https://appleroof.com/options-materials/flat-roofing/","Indexable","","1","","792","394","0","100.000","140","54","0","9","8","0"
"https://appleroof.com/metal-roofing-in-dallas-tx/","Indexable","","2","","26","20","0","5.080","153","73","0","10","9","0"
"https://appleroof.com/the-importance-of-proper-roof-ventilation/","Indexable","","2","","4","3","0","0.760","126","58","0","15","10","0"
"https://appleroof.com/crest-exteriors-a-retrospect/","Indexable","","2","","7","5","0","1.270","113","52","0","7","6","0"
"https://appleroof.com/how-to-clean-your-gutters/","Indexable","","2","","6","5","0","1.270","122","56","0","11","6","0"
"https://appleroof.com/roof-repair-services-in-dallas-tx/","Indexable","","2","","44","38","0","9.640","146","69","0","10","8","0"
"https://appleroof.com/destin/","Indexable","","2","","13","12","0","3.050","112","52","0","8","7","0"
"https://appleroof.com/pensacola/","Indexable","","2","","18","13","0","3.300","128","54","0","12","10","0"
"https://appleroof.com/new-orleans/","Indexable","","2","","13","12","0","3.050","112","52","0","8","7","0"
"https://appleroof.com/naperville/","Indexable","","2","","15","14","0","3.550","117","56","0","8","7","0"
"https://appleroof.com/punta-gorda/","Indexable","","2","","17","12","0","3.050","128","55","0","10","9","0"
"https://appleroof.com/residential-roofing-services/","Indexable","","2","","8","7","0","1.780","145","62","0","7","6","0"
"https://appleroof.com/locations/","Indexable","","2","","18","15","0","3.810","118","59","0","7","6","0"
"https://appleroof.com/plymouth/siding/","Indexable","","2","","7","3","0","0.760","122","54","0","9","8","0"
"https://appleroof.com/plymouth/replacement-windows/","Indexable","","2","","7","3","0","0.760","127","56","0","9","8","0"
"https://appleroof.com/plymouth/commercial-roofing/","Indexable","","2","","10","4","0","1.020","130","58","0","10","9","0"
"https://appleroof.com/plymouth/roofing/","Indexable","","2","","7","3","0","0.760","148","69","0","10","8","0"
"https://appleroof.com/locations/texas/","Indexable","","2","","36","34","0","8.630","142","83","0","7","6","0"
"https://appleroof.com/apple-roofing-partners-with-triad-inc/","Indexable","","2","","9","4","0","1.020","129","58","0","11","6","0"
"https://appleroof.com/mel-noel-joins-apple-roofing/","Indexable","","2","","9","4","0","1.020","126","57","0","11","6","0"
"https://appleroof.com/apple-roofing-partners-with-nmc-exteriors/","Indexable","","2","","9","4","0","1.020","129","57","0","12","7","0"
"https://appleroof.com/apple-roofing-announces-three-board-members/","Indexable","","2","","9","4","0","1.020","127","58","0","11","6","0"
"https://appleroof.com/apple-roofing-partners-with-saint-raphael-roofing/","Indexable","","2","","9","4","0","1.020","130","57","0","12","7","0"
"https://appleroof.com/gauge-capital-acquires-two-central-u-s-roofing-companies-to-create-new-company-apple-roofing/","Indexable","","2","","9","4","0","1.020","129","59","0","13","8","0"
"https://appleroof.com/insurance-pay-roof-replacement/","Indexable","","2","","12","6","0","1.520","130","60","0","13","8","0"
"https://appleroof.com/roof-repair/","Non-Indexable","Canonicalised","2","","23","14","0","3.550","135","59","0","12","11","0"
"https://appleroof.com/crest-roofing/","Indexable","","2","","4","3","0","0.760","115","55","0","7","6","0"
"https://appleroof.com/triad/","Indexable","","2","","6","4","0","1.020","115","54","0","7","6","0"
"https://appleroof.com/locations/nebraska/eustis/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/holdrege/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/hastings/","Indexable","","2","","8","3","0","0.760","127","63","0","7","6","0"
"https://appleroof.com/locations/nebraska/lexington/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/pleasanton/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/kearney/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/elwood/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/odessa/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/gothenburg/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/gibbon/","Indexable","","2","","8","3","0","0.760","127","63","0","7","6","0"
"https://appleroof.com/locations/nebraska/funk/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/juniata/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/grand-island/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/aurora/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/doniphan/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/miller/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/farnam/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/sumner/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/bertrand/","Indexable","","2","","8","3","0","0.760","127","63","0","7","6","0"
"https://appleroof.com/locations/nebraska/trumbull/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/loomis/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/amherst/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/clay-center/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/minden/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/elm-creek/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/ravenna/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/riverdale/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/kenesaw/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/shelton/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/overton/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/nebraska-city/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/eagle/","Indexable","","2","","8","3","0","0.760","127","63","0","7","6","0"
"https://appleroof.com/locations/nebraska/palmyra/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/beaver-crossing/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/adams-ne/","Indexable","","2","","8","3","0","0.760","127","63","0","7","6","0"
"https://appleroof.com/locations/nebraska/douglas/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/wilber/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/ashland/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/panama/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/crete/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/beatrice/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/hickman/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/milford/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/syracuse/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/dorchester/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/mccool-junction/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/goehner/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/ceresco/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/valparaiso/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/elmwood/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/fairmont/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/seward/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/cortland/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/york/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/western/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/cook/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/denton/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/diy-roof-repair-guide/","Indexable","","2","","5","4","0","1.020","135","62","0","22","11","0"
"https://appleroof.com/locations/nebraska/sterling/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/kennard/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/bellevue/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/washington/","Indexable","","2","","94","91","0","23.100","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/herman/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/arlington/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/nickerson/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/waterloo/","Indexable","","2","","94","91","0","23.100","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/valley/","Indexable","","2","","94","91","0","23.100","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/plattsmouth/","Indexable","","2","","94","91","0","23.100","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/yutan/","Indexable","","2","","94","91","0","23.100","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/gretna/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/springfield/","Indexable","","2","","96","91","0","23.100","127","63","0","7","6","0"
"https://appleroof.com/locations/nebraska/offutt-air-force-base/","Indexable","","2","","94","91","0","23.100","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/scribner/","Indexable","","2","","94","91","0","23.100","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/boys-town/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/louisville/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/oakland/","Indexable","","2","","16","13","0","3.300","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/hooper/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/la-vista/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/cedar-creek/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/fremont/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/cedar-bluffs/","Indexable","","2","","8","3","0","0.760","127","63","0","7","6","0"
"https://appleroof.com/locations/nebraska/morse-bluff/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/omaha/","Indexable","","2","","94","91","0","23.100","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/south-bend/","Indexable","","2","","94","91","0","23.100","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/bennington/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/blair/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/elkhorn/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/locations/nebraska/fort-calhoun/","Indexable","","2","","6","3","0","0.760","125","63","0","9","8","0"
"https://appleroof.com/rochester/roofing/","Indexable","","2","","7","3","0","0.760","133","60","0","10","9","0"
"https://appleroof.com/rochester/replacement-windows/","Indexable","","2","","7","3","0","0.760","121","54","0","10","9","0"
"https://appleroof.com/rochester/commercial-roofing/","Indexable","","2","","9","3","0","0.760","137","62","0","10","9","0"
"https://appleroof.com/rochester/siding/","Indexable","","2","","7","3","0","0.760","126","54","0","9","8","0"
"https://appleroof.com/metal-roofing/","Non-Indexable","Canonicalised","2","","5","3","0","0.760","117","56","0","7","6","0"
"https://appleroof.com/tile-roofing/","Non-Indexable","Canonicalised","2","","3","2","0","0.510","117","54","0","7","6","0"
"https://appleroof.com/storm-damage-repair/","Non-Indexable","Canonicalised","2","","3","2","0","0.510","122","53","0","7","6","0"
"https://appleroof.com/asphalt-shingle-roofing/","Non-Indexable","Canonicalised","2","","4","2","0","0.510","132","55","0","10","9","0"
"https://appleroof.com/slate-roofing/","Non-Indexable","Canonicalised","2","","3","2","0","0.510","117","53","0","7","6","0"
"https://appleroof.com/roof-ventilation/","Indexable","","2","","15","9","0","2.280","126","57","0","11","6","0"
"https://appleroof.com/commercial-roof-replacement/","Non-Indexable","Canonicalised","2","","3","2","0","0.510","113","52","0","7","6","0"
"https://appleroof.com/impact-resistant-shingles/","Indexable","","2","","15","9","0","2.280","127","59","0","12","7","0"
"https://appleroof.com/local-roofer/","Indexable","","2","","11","5","0","1.270","132","59","0","14","9","0"
"https://appleroof.com/standard-roof-warranty/","Indexable","","2","","11","6","0","1.520","127","58","0","15","9","0"
"https://appleroof.com/why-you-should-schedule-a-roof-inspection-after-a-storm/","Indexable","","2","","10","5","0","1.270","129","57","0","11","6","0"
"https://appleroof.com/roof-replacement-cost-guide/","Indexable","","2","","11","6","0","1.520","131","59","0","13","8","0"
"https://appleroof.com/low-slope-roofing/","Indexable","","2","","12","6","0","1.520","130","58","0","14","9","0"
"https://appleroof.com/diy-hail-damage-checklist-15-signs-to-look-for-when-to-call-a-pro/","Indexable","","2","","139","69","0","17.510","136","59","0","12","7","0"
"https://appleroof.com/how-to-spot-hail-damage-on-asphalt-metal-tile-and-flat-roofs/","Indexable","","2","","9","4","0","1.020","143","64","0","12","7","0"
"https://appleroof.com/blog/page/4/","Indexable","","2","","6","5","0","1.270","141","64","0","7","6","0"
"https://appleroof.com/blog/page/5/","Indexable","","2","","6","5","0","1.270","141","64","0","7","6","0"
"https://appleroof.com/blog/page/2/","Indexable","","2","","6","5","0","1.270","141","64","0","7","6","0"
"https://appleroof.com/the-storm-hose-test-safely-recreating-wind-driven-leaks-at-home/","Indexable","","2","","137","67","0","17.010","140","65","0","12","7","0"
"https://appleroof.com/blog/page/3/","Indexable","","2","","6","5","0","1.270","141","64","0","7","6","0"
"https://appleroof.com/ridge-vents-in-crosswinds-when-your-attic-gets-a-surprise-shower/","Indexable","","2","","137","67","0","17.010","141","66","0","11","6","0"
"https://appleroof.com/the-sideways-rain-problem-at-roof-to-wall-joints/","Indexable","","2","","137","67","0","17.010","138","64","0","12","7","0"
"https://appleroof.com/apple-roofing-is-the-calm-after-the-storm-following-hurricanes-helene-milton/","Indexable","","2","","9","4","0","1.020","127","56","0","11","6","0"
"https://appleroof.com/what-to-do-after-hail-72-hour-checklist-insurance-basics/","Indexable","","2","","9","4","0","1.020","128","58","0","12","7","0"
"https://appleroof.com/roofing-companies-in-davenport-ia/","Indexable","","2","","3","2","0","0.510","134","59","0","19","14","0"
"https://appleroof.com/roof-storm-damage/","Indexable","","2","","13","8","0","2.030","132","61","0","12","7","0"
"https://appleroof.com/winter-home-preparations/","Indexable","","2","","9","4","0","1.020","126","56","0","11","6","0"
"https://appleroof.com/commercial-roof-installation-guide/","Indexable","","2","","15","14","0","3.550","135","59","0","14","9","0"
"https://appleroof.com/transforming-windmill-ridge-townhomes-a-commercial-roofing-success-story/","Indexable","","2","","9","4","0","1.020","129","57","0","12","7","0"
"https://appleroof.com/how-long-to-file-homeowners-insurance-claim/","Indexable","","2","","9","4","0","1.020","126","57","0","12","7","0"
"https://appleroof.com/how-omaha-residents-can-protect-themselves-from-roofing-scams/","Indexable","","2","","9","4","0","1.020","127","57","0","14","8","0"
"https://appleroof.com/how-to-find-a-roof-leak/","Indexable","","2","","13","8","0","2.030","129","58","0","15","10","0"
"https://appleroof.com/roof-claim/","Indexable","","2","","10","5","0","1.270","130","59","0","13","8","0"
"https://appleroof.com/roof-replacement-cost/","Indexable","","2","","28","22","0","5.580","134","59","0","19","8","0"
"https://appleroof.com/how-long-does-a-flat-roof-last/","Indexable","","2","","14","7","0","1.780","133","60","0","12","7","0"
"https://appleroof.com/signs-of-roof-damage/","Indexable","","2","","11","7","0","1.780","130","57","0","14","9","0"
"https://appleroof.com/elevate-your-home-comprehensive-roofing-and-exterior-solutions/","Indexable","","2","","9","4","0","1.020","131","57","0","11","6","0"
"https://appleroof.com/roofing-companies-kansas-city/","Indexable","","2","","3","2","0","0.510","136","60","0","20","15","0"
"https://appleroof.com/roof-replacement-process/","Indexable","","2","","15","8","0","2.030","130","58","0","14","9","0"
"https://appleroof.com/shingle-colors/","Indexable","","2","","6","4","0","1.020","129","58","0","12","7","0"
"https://appleroof.com/will-insurance-cover-new-roof/","Indexable","","2","","9","4","0","1.020","128","59","0","11","6","0"
"https://appleroof.com/diy-roofing-guide/","Indexable","","2","","5","4","0","1.020","130","59","0","14","9","0"
"https://appleroof.com/does-insurance-cover-roof-leaks/","Indexable","","2","","12","7","0","1.780","132","59","0","14","9","0"
"https://appleroof.com/how-to-hire-a-contractor/","Indexable","","2","","6","3","0","0.760","128","58","0","14","9","0"
"https://appleroof.com/how-long-does-a-roof-last/","Indexable","","2","","10","5","0","1.270","131","59","0","16","11","0"
"https://appleroof.com/why-are-your-shingles-curling/","Indexable","","2","","4","3","0","0.760","125","58","0","14","9","0"
"https://appleroof.com/commercial-roofing-systems/","Indexable","","2","","7","4","0","1.020","136","61","0","15","10","0"
"https://appleroof.com/roof-storm-damage-checklist/","Indexable","","2","","8","7","0","1.780","136","62","0","13","8","0"
"https://appleroof.com/flat-roof-materials/","Indexable","","2","","7","4","0","1.020","131","60","0","15","7","0"
"https://appleroof.com/roofing-companies-in-peoria-il/","Indexable","","2","","3","2","0","0.510","134","57","0","19","13","0"
"https://appleroof.com/metal-roof-last/","Indexable","","2","","9","4","0","1.020","130","58","0","14","9","0"
"https://appleroof.com/roof-replacement-guide/","Indexable","","2","","10","5","0","1.270","135","60","0","13","8","0"
